id,kind,severity,reason,age_minutes,breaking_count,ticker_items,duration_ms,db_error,path,detail,created_at
e24563a4-cb89-44c6-81e3-a766cb47375a,client_alert,critical,content_critical,29043,,8,,,/,"{""animated"": true}",2026-08-02 14:30:43.06165+00
35c33ba2-c6ee-47f9-a65f-49a7b7843b44,client_alert,critical,content_critical,29043,,8,,,/,"{""animated"": true}",2026-08-02 14:30:56.795194+00
880c7a33-9c29-4179-9f64-8055fccfa40e,client_alert,critical,content_critical,29043,,8,,,/,"{""animated"": true}",2026-08-02 14:31:05.13052+00
ad497e5a-cce5-47a6-ab30-8f2be9298da4,client_alert,critical,content_critical,29044,,8,,,/,"{""animated"": true}",2026-08-02 14:31:36.377265+00
cdb8be8c-08d1-402e-bae0-18216c8b3864,client_alert,critical,content_critical,29044,,8,,,/,"{""animated"": true}",2026-08-02 14:31:45.960336+00
7737f223-fc5f-48d6-8145-39425574bbb0,client_alert,critical,content_critical,29044,,8,,,/,"{""animated"": true}",2026-08-02 14:31:55.474998+00
07924c07-423a-4caf-9c5c-16f802da5b78,client_alert,critical,content_critical,29046,,8,,,/,"{""animated"": true}",2026-08-02 14:34:04.895694+00
fadd6b37-81b4-46d4-9462-2d74a7e0147f,client_alert,critical,content_critical,29049,,8,,,/,"{""animated"": true}",2026-08-02 14:36:38.19736+00
1728c4ee-3e12-4f9e-8997-6997b78746cc,client_alert,critical,content_critical,29052,,8,,,/,"{""animated"": true}",2026-08-02 14:39:48.81152+00
4e58b3dc-931a-45b7-9486-ed2fdf9aefc7,client_alert,critical,content_critical,29053,,8,,,/,"{""animated"": true}",2026-08-02 14:40:51.761255+00
f765ba41-9731-4d50-bacc-f7827df0392e,client_alert,critical,content_critical,29057,,8,,,/,"{""animated"": true}",2026-08-02 14:45:05.203422+00
7f247158-a17c-4863-8929-b271424aa322,client_alert,critical,content_critical,29062,,8,,,/,"{""animated"": true}",2026-08-02 14:49:17.446016+00
5af9ed3f-249a-4b7a-9f8a-ba2061921cb5,client_alert,critical,content_critical,29062,,8,,,/,"{""animated"": true}",2026-08-02 14:50:12.56669+00
d06f86ab-28a2-4a0a-8da5-5b8572a2656b,client_alert,critical,content_critical,29065,,8,,,/,"{""animated"": true}",2026-08-02 14:52:47.411007+00
7be9d42f-52f9-4b14-9f39-42091a422398,client_alert,critical,content_critical,29067,,8,,,/,"{""animated"": true}",2026-08-02 14:55:00.379072+00
c5c20461-3b33-45f1-8116-e48590a30ec6,client_alert,critical,content_critical,29072,,8,,,/,"{""animated"": true}",2026-08-02 14:59:14.960731+00
